business_name,yelp_rating,yelp_price,yelp_category,yelp_review_count,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
Escape From New York Pizza,3.5,$,Pizza,234,93,37.782227,Routine - Unscheduled,San Francisco,High Risk,"(37.782227, -122.397762)",,65602_20150310,65602,715 HARRISON St,2015-03-10 00:00:00,Unauthorized or unsafe use of time as a public health control measure,65602_20150310_103104,-122.397762,CA,94103
Escape from New York Pizza,4.0,$,Pizza,947,100,37.755419,Routine - Unscheduled,San Francisco,,"(37.755419, -122.419542)",,59372_20161019,59372,3242 22nd St,2016-10-19 00:00:00,,,-122.419542,CA,94110
"Espetus Churrascaria, Inc.",4.0,$$$,Steakhouses,2850,90,37.773317,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.773317, -122.421724)",,3926_20161129,3926,1686 MARKET St,2016-11-29 00:00:00,Foods not protected from contamination,3926_20161129_103133,-122.421724,CA,94102
Esposto's Deli,3.5,$,Delis,45,88,37.767692,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.767692, -122.393977)",,67615_20160811,67615,1700 Owens St,2016-08-11 00:00:00,Inadequate and inaccessible handwashing facilities,67615_20160811_103119,-122.393977,CA,94107
Espresso Bar,4.0,$,Coffee & Tea,31,100,,Routine - Unscheduled,San Francisco,,,+14155825679,78061_20151218,78061,2299 Market St  A,2015-12-18 00:00:00,,,,CA,94114
Estela's,4.0,$,Delis,189,100,37.789763,Routine - Unscheduled,San Francisco,,"(37.789763, -122.411787)",,68026_20160815,68026,891 Bush St,2016-08-15 00:00:00,,,-122.411787,CA,94108
Estia Restaurant,3.5,$$,Greek,158,86,37.798328,Routine - Unscheduled,San Francisco,Low Risk,"(37.798328, -122.407067)",,843_20161017,843,1224 Grant Ave,2016-10-17 00:00:00,Unclean or degraded floors walls or ceilings,843_20161017_103154,-122.407067,CA,94133
Estrella Taqueria,2.5,$,Mexican,145,86,37.772013,Routine - Unscheduled,San Francisco,Low Risk,"(37.772013, -122.431047)",,62548_20160804,62548,533 Haight St,2016-08-04 00:00:00,Unclean nonfood contact surfaces,62548_20160804_103142,-122.431047,CA,94117
Estrella Taqueria,2.5,$,Mexican,145,82,,Routine - Unscheduled,San Francisco,Moderate Risk,,,70521_20160601,70521,380 Bush St #5,2016-06-01 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,70521_20160601_103116,,CA,94104
Etcetera Wine Bar,4.0,$$,Wine Bars,268,96,37.760294,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.760294, -122.421386)",,67186_20160804,67186,795 VALENCIA St,2016-08-04 00:00:00,Foods not protected from contamination,67186_20160804_103133,-122.421386,CA,94110
Eternal Springs,3.5,$,Sandwiches,105,85,37.782818,Routine - Unscheduled,San Francisco,High Risk,"(37.782818, -122.467442)",,35418_20161110,35418,750 Clement St,2016-11-10 00:00:00,Unclean or unsanitary food contact surfaces,35418_20161110_103109,-122.467442,CA,94118
Eureka Restaurant & Lounge,4.0,$$,American (New),523,94,37.760881,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.760881, -122.434171)",,26025_20151218,26025,4063 18th St,2015-12-18 00:00:00,Inadequate and inaccessible handwashing facilities,26025_20151218_103119,-122.434171,CA,94114
Eureka!,4.0,$$,Burgers,1151,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155812325,76074_20160607,76074,451 Castro St,2016-06-07 00:00:00,Moderate risk food holding temperature,76074_20160607_103120,,CA,94114
Eva's Catering,3.0,$,Food Trucks,5,90,,Routine - Unscheduled,San Francisco,Low Risk,,+14155821026,5281_20150306,5281,Pier 45,2015-03-06 00:00:00,Unapproved or unmaintained equipment or utensils,5281_20150306_103144,,CA,94122
Evas Coffee,3.5,$,Coffee & Tea,28,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,,71441_20151103,71441,1443 A Lombard St,2015-11-03 00:00:00,Inadequate and inaccessible handwashing facilities,71441_20151103_103119,,CA,94123
Evergreen Garden Restaurant,3.5,$,Vietnamese,322,83,37.762249,Routine - Unscheduled,San Francisco,Low Risk,"(37.762249, -122.413092)",,16513_20151104,16513,3100 18th St,2015-11-04 00:00:00,Unclean or degraded floors walls or ceilings,16513_20151104_103154,-122.413092,CA,94110
Express Liquor and Pupuseria,5.0,$,Salvadoran,41,90,,Routine - Unscheduled,San Francisco,Low Risk,,+14155663534,88554_20160728,88554,4715 Geary Blvd,2016-07-28 00:00:00,Improper storage of equipment utensils or linens,88554_20160728_103145,,CA,94118
Extreme Pizza,3.0,$$,Pizza,380,80,37.777374,Routine - Unscheduled,San Francisco,High Risk,"(37.777374, -122.407108)",,33916_20160823,33916,1062 Folsom St,2016-08-23 00:00:00,High risk food holding temperature,33916_20160823_103103,-122.407108,CA,94103
Extreme Pizza,3.0,$$,Pizza,181,94,37.711185,Routine - Unscheduled,San Francisco,Low Risk,"(37.711185, -122.46779)",+14150999800,13427_20160803,13427,3911 Alemany Bl.,2016-08-03 00:00:00,Unapproved or unmaintained equipment or utensils,13427_20160803_103144,-122.46779,CA,94132
FAMILY BILLIARDS,4.0,$$,Pool Halls,144,94,37.782103,Routine - Unscheduled,San Francisco,Low Risk,"(37.782103, -122.449132)",,3392_20161017,3392,2807 GEARY Blvd,2016-10-17 00:00:00,Permit license or inspection report not posted,3392_20161017_103156,-122.449132,CA,94118
FAMILY MARKET,4.5,$$,Grocery,3,84,37.713219,Routine - Unscheduled,San Francisco,High Risk,"(37.713219, -122.458851)",+14155582458,4849_20160331,4849,198 BROAD St,2016-03-31 00:00:00,Unapproved food source,4849_20160331_103110,-122.458851,CA,94112
FILIPINO ED. CTR ELEMENTARY SCHOOL,4.0,$,Hair Salons,387,98,37.780295,Routine - Unscheduled,San Francisco,Low Risk,"(37.780295, -122.400308)",+14155297966,5891_20160916,5891,824 HARRISON St,2016-09-16 00:00:00,Food safety certificate or food handler card not available,5891_20160916_103157,-122.400308,CA,94103
FINAL FINAL,3.5,$,Sports Bars,197,94,37.798531,Routine - Unscheduled,San Francisco,Low Risk,"(37.798531, -122.445891)",,4145_20160705,4145,2990 BAKER St,2016-07-05 00:00:00,Unclean nonfood contact surfaces,4145_20160705_103142,-122.445891,CA,94123
FIREFLY,4.0,$$$,American (New),1330,100,37.751068,Routine - Unscheduled,San Francisco,,"(37.751068, -122.438242)",+14155827652,2676_20160513,2676,4288 24th St,2016-05-13 00:00:00,,,-122.438242,CA,94114
FIREWOOD CAFE,3.5,$$,Italian,258,96,37.760788,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.760788, -122.436913)",+14155250999,3899_20150831,3899,4248 18th St,2015-08-31 00:00:00,Moderate risk vermin infestation,3899_20150831_103131,-122.436913,CA,94110
FIRST CUP,4.0,$,Coffee & Tea,43,94,37.802454,Routine - Unscheduled,San Francisco,Low Risk,"(37.802454, -122.424854)",,318_20151113,318,2911 VAN NESS Ave,2015-11-13 00:00:00,Unclean unmaintained or improperly constructed toilet facilities,318_20151113_103152,-122.424854,CA,94109
FLORIO,3.5,$$$,French,279,93,37.787553,Routine - Unscheduled,San Francisco,High Risk,"(37.787553, -122.433574)",+14155774300,1764_20160531,1764,1915 FILLMORE St,2016-05-31 00:00:00,High risk food holding temperature,1764_20160531_103103,-122.433574,CA,94115
FLOWER MARKET CAFE,3.5,$$,Breakfast & Brunch,118,82,37.775664,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.775664, -122.399999)",+14155497162,3070_20150623,3070,698 BRANNAN St,2015-06-23 00:00:00,Inadequate and inaccessible handwashing facilities,3070_20150623_103119,-122.399999,CA,94107
FOODS CO. #351,3.5,$$,Indian,396,94,37.730164,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.730164, -122.399114)",+14155331870,7748_20150728,7748,345 WILLIAMS Ave,2015-07-28 00:00:00,Moderate risk food holding temperature,7748_20150728_103120,-122.399114,CA,94124
FOREIGN CINEMA,4.0,$$$,Breakfast & Brunch,4165,80,37.756417,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.756417, -122.418884)",+14155417600,2893_20160705,2893,2534 MISSION St,2016-07-05 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,2893_20160705_103116,-122.418884,CA,94110
FOUR SEASONS HOTEL- EMPLOYEE  CAFETERIA,3.5,$$$,Hotels,914,89,37.786476,Routine - Unscheduled,San Francisco,High Risk,"(37.786476, -122.404852)",,1496_20141114,1496,757 MARKET St BASE.,2014-11-14 00:00:00,Improper cooling methods,1496_20141114_103105,-122.404852,CA,94103
FRANKLIN MARKET,3.5,$,Grocery,14,98,37.788658,Routine - Unscheduled,San Francisco,Low Risk,"(37.788658, -122.423627)",,4982_20160520,4982,1528 FRANKLIN St,2016-05-20 00:00:00,Improper storage of equipment utensils or linens,4982_20160520_103145,-122.423627,CA,94109
FREDS LIQUOR & DELI,4.5,$,"Beer, Wine & Spirits",23,96,37.774722,Routine - Unscheduled,San Francisco,Low Risk,"(37.774722, -122.406761)",+14155547337,7538_20160928,7538,151 06th St,2016-09-28 00:00:00,Unclean nonfood contact surfaces,7538_20160928_103142,-122.406761,CA,94103
FRENCH BAKERY,3.5,$,Bakeries,53,96,37.742914,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.742914, -122.478149)",,4944_20161221,4944,1101 TARAVAL St,2016-12-21 00:00:00,Inadequately cleaned or sanitized food contact surfaces,4944_20161221_103124,-122.478149,CA,94116
FRIENDS LIQUOR,3.0,$$,"Beer, Wine & Spirits",15,98,37.785717,Routine - Unscheduled,San Francisco,Low Risk,"(37.785717, -122.433121)",+14155343226,4692_20150304,4692,1758 FILLMORE St,2015-03-04 00:00:00,Unclean or degraded floors walls or ceilings,4692_20150304_103154,-122.433121,CA,94115
FRINGALE,4.0,$$$,French,988,87,37.778657,Routine - Unscheduled,San Francisco,Low Risk,"(37.778657, -122.397009)",,2145_20150512,2145,570 04th St,2015-05-12 00:00:00,Unclean or degraded floors walls or ceilings,2145_20150512_103154,-122.397009,CA,94107
Fable,4.0,$$,American (New),369,89,37.759928,Routine - Unscheduled,San Francisco,Low Risk,"(37.759928, -122.434945)",+14155552404,71328_20150826,71328,558 CASTRO St,2015-08-26 00:00:00,Unapproved or unmaintained equipment or utensils,71328_20150826_103144,-122.434945,CA,94114
Fairmont San Francisco,3.5,$$$,Hotels,845,98,,Routine - Unscheduled,San Francisco,Low Risk,,+14155775000,85935_20160411,85935,950 Mason St,2016-04-11 00:00:00,Improper storage use or identification of toxic substances,85935_20160411_103138,,CA,94108
Falletti Foods,3.5,$$$,Meat Shops,313,100,37.773348,Routine - Unscheduled,San Francisco,,"(37.773348, -122.439147)",,62572_20150617,62572,308 Broderick St,2015-06-17 00:00:00,,,-122.439147,CA,94117
"Fame Venue, LLC",2.5,$,Pubs,625,98,37.798082,Routine - Unscheduled,San Francisco,Low Risk,"(37.798082, -122.404622)",,69250_20160707,69250,443 Broadway St,2016-07-07 00:00:00,Improper or defective plumbing,69250_20160707_103150,-122.404622,CA,94133
Fancy Wheatfield Bakery,4.0,$,Desserts,181,86,,Routine - Unscheduled,San Francisco,Low Risk,,,69618_20160726,69618,1362 Stockton St,2016-07-26 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,69618_20160726_103149,,CA,94133
Fang's,3.5,$$,Chinese,1280,68,37.785654,Routine - Unscheduled,San Francisco,High Risk,"(37.785654, -122.399729)",,34434_20160222,34434,660 Howard St,2016-02-22 00:00:00,High risk food holding temperature,34434_20160222_103103,-122.399729,CA,94105
Far East Cafe,3.0,$$,Chinese,368,92,37.793033,Routine - Unscheduled,San Francisco,Low Risk,"(37.793033, -122.406044)",,3014_20160608,3014,631 Grant Ave,2016-06-08 00:00:00,No thermometers or uncalibrated thermometers,3014_20160608_103148,-122.406044,CA,94108
Farallon,4.0,$$$$,Seafood,1339,100,37.788188,Routine - Unscheduled,San Francisco,,"(37.788188, -122.409284)",,3403_20160311,3403,450 Post St 1st Floor,2016-03-11 00:00:00,,,-122.409284,CA,94102
Farallon Restaurant,4.0,$$$$,Seafood,1339,100,37.788188,Routine - Unscheduled,San Francisco,,"(37.788188, -122.409284)",,3207_20160311,3207,"450 Post St, 4th Floor",2016-03-11 00:00:00,,,-122.409284,CA,94102
Farley's,3.5,$,Coffee & Tea,560,92,37.763733,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.763733, -122.466366)",,68814_20151210,68814,1315 18th St,2015-12-10 00:00:00,Inadequate and inaccessible handwashing facilities,68814_20151210_103119,-122.466366,CA,94107
Farm Fresh Underground,3.5,$,Salad,9,94,37.720894,Routine - Unscheduled,San Francisco,Low Risk,"(37.720894, -122.478029)",,60555_20160518,60555,1650 Holloway Ave LC,2016-05-18 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,60555_20160518_103149,-122.478029,CA,94132
Farm Fresh to You,3.0,$$,Fruits & Veggies,579,96,37.795225,Routine - Unscheduled,San Francisco,Low Risk,"(37.795225, -122.39377)",,18538_20150323,18538,1 Ferry Building  #9,2015-03-23 00:00:00,Unapproved or unmaintained equipment or utensils,18538_20150323_103144,-122.39377,CA,94111
Farm:Table,4.0,$,Coffee & Tea,1320,89,,Routine - Unscheduled,San Francisco,High Risk,,,86161_20160303,86161,754 Post St,2016-03-03 00:00:00,Unclean hands or improper use of gloves,86161_20160303_103102,,CA,94109
Farmer Brown,3.5,$$,Southern,3161,90,37.783657,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.783657, -122.409227)",,19277_20160930,19277,25 Mason St,2016-09-30 00:00:00,Moderate risk food holding temperature,19277_20160930_103120,-122.409227,CA,94102
Farmers Market & Produce,4.0,$,Fruits & Veggies,374,88,37.785787,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.785787, -122.419644)",,60114_20160923,60114,986 Polk St,2016-09-23 00:00:00,Inadequate and inaccessible handwashing facilities,60114_20160923_103119,-122.419644,CA,94109
Farmhouse Kitchen Thai Cuisine,4.0,$$,Thai,701,82,,Routine - Unscheduled,San Francisco,High Risk,,,82413_20150814,82413,710 Florida St,2015-08-14 00:00:00,Improper cooling methods,82413_20150814_103105,,CA,94110
Fat Angel,4.0,$$,Wine Bars,758,92,37.783237,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.783237, -122.433243)",,61073_20160624,61073,1740 O' Farrell St,2016-06-24 00:00:00,Moderate risk vermin infestation,61073_20160624_103131,-122.433243,CA,94115
Fat Belli Deli,4.0,$,Delis,110,76,37.728947,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.728947, -122.404201)",,18728_20160812,18728,2598 San Bruno Ave,2016-08-12 00:00:00,Inadequate and inaccessible handwashing facilities,18728_20160812_103119,-122.404201,CA,94134
Fatted Calf SF,4.0,$$,Meat Shops,249,100,37.775918,Routine - Unscheduled,San Francisco,,"(37.775918, -122.423134)",+14155405614,64351_20160613,64351,320 Fell St,2016-06-13 00:00:00,,,-122.423134,CA,94102
Fayes,4.5,$,Videos & Video Game Rental,150,100,,Routine - Unscheduled,San Francisco,,,+14155520434,81539_20160816,81539,3614 18th St,2016-08-16 00:00:00,,,,CA,94110
Fearless,3.5,$,Coffee & Tea,62,89,,Routine - Unscheduled,San Francisco,High Risk,,,78301_20161121,78301,303 02nd St Suite G,2016-11-21 00:00:00,Improper cooling methods,78301_20161121_103105,,CA,94107
Fenix Restaurant,3.5,$$$,Mexican,49,92,,Routine - Unscheduled,San Francisco,Moderate Risk,,,76323_20160609,76323,1077 Mission St,2016-06-09 00:00:00,Moderate risk vermin infestation,76323_20160609_103131,,CA,94103
Ferry Building Commissary,3.0,$$,Grocery,182,100,37.795225,Routine - Unscheduled,San Francisco,,"(37.795225, -122.39377)",,63489_20160419,63489,1 Ferry Building  #8A,2016-04-19 00:00:00,,,-122.39377,CA,94111
Ferry Plaza Seafood,4.0,$$,Seafood,198,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,,79186_20160413,79186,655 Union St,2016-04-13 00:00:00,Noncompliance with shell fish tags or display,79186_20160413_103125,,CA,94133
Ferry Plaza Wine Merchant,4.0,$$,"Beer, Wine & Spirits",378,100,37.795225,Routine - Unscheduled,San Francisco,,"(37.795225, -122.39377)",,4056_20160803,4056,1 Ferry Building  #23,2016-08-03 00:00:00,,,-122.39377,CA,94111
Fiddler's Green of SF,3.5,$$,Sports Bars,325,81,,Routine - Unscheduled,San Francisco,Low Risk,,,86773_20161205,86773,1333 Columbus Ave,2016-12-05 00:00:00,Unclean or degraded floors walls or ceilings,86773_20161205_103154,,CA,94133
Fig and Thistle,4.0,$$,Wine Bars,129,98,,Routine - Unscheduled,San Francisco,Low Risk,,+14155619825,73906_20140822,73906,313 Ivy St,2014-08-22 00:00:00,Improper food storage,73906_20140822_103139,,CA,94102
Fillmore Bake Shop,4.0,$$,Desserts,449,87,37.786951,Routine - Unscheduled,San Francisco,Low Risk,"(37.786951, -122.433362)",,64346_20160602,64346,1890 FILLMORE St,2016-06-02 00:00:00,Unapproved or unmaintained equipment or utensils,64346_20160602_103144,-122.433362,CA,94115
Fillmore Billiards,3.5,$$,Pool Halls,6,100,,Routine - Unscheduled,San Francisco,,,,80005_20160610,80005,1530 Fillmore St,2016-06-10 00:00:00,,,,CA,94115
Fillmore Street Cafe,4.0,$,Coffee & Tea,137,90,37.781974,Routine - Unscheduled,San Francisco,Low Risk,"(37.781974, -122.432474)",,9232_20161128,9232,1301 Fillmore Street,2016-11-28 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,9232_20161128_103149,-122.432474,CA,94115
Fine and Rare,4.0,$$,Wine Bars,47,94,,Routine - Unscheduled,San Francisco,Low Risk,,,83475_20170105,83475,555 Golden Gate Ave,2017-01-05 00:00:00,Improper or defective plumbing,83475_20170105_103150,,CA,94102
Fino,4.0,$$,Italian,910,100,37.788094,Routine - Unscheduled,San Francisco,,"(37.788094, -122.41176)",,1555_20160311,1555,1 Cosmo Pl,2016-03-11 00:00:00,,,-122.41176,CA,94109
Fior d' Italia,4.0,$$,Italian,353,85,37.804303,Routine - Unscheduled,San Francisco,Low Risk,"(37.804303, -122.413364)",,70914_20160627,70914,2237 Mason St,2016-06-27 00:00:00,Inadequate warewashing facilities or equipment,70914_20160627_103143,-122.413364,CA,94133
Fiorella,4.0,$$,Italian,185,90,,Routine - Unscheduled,San Francisco,Low Risk,,,84911_20160609,84911,2339 Clement St,2016-06-09 00:00:00,Food safety certificate or food handler card not available,84911_20160609_103157,,CA,94121
Fire of Brazil Express,3.0,$$,Brazilian,89,93,,Routine - Unscheduled,San Francisco,High Risk,,,80280_20161013,80280,845 Market St Box A,2016-10-13 00:00:00,High risk food holding temperature,80280_20161013_103103,,CA,94103
Firenze By Night,4.0,$$,Italian,816,82,37.798914,Routine - Unscheduled,San Francisco,Low Risk,"(37.798914, -122.408885)",,854_20160614,854,1421 Stockton St,2016-06-14 00:00:00,Improper storage use or identification of toxic substances,854_20160614_103138,-122.408885,CA,94133
Firetrail Pizza,4.0,$$,Pizza,109,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,,86256_20160718,86256,601 Mission Bay St,2016-07-18 00:00:00,Inadequately cleaned or sanitized food contact surfaces,86256_20160718_103124,,CA,94103
First Cake,3.5,$,Bakeries,55,88,37.780087,Routine - Unscheduled,San Francisco,Low Risk,"(37.780087, -122.482596)",,37882_20160322,37882,5901 GEARY Blvd,2016-03-22 00:00:00,Improper food storage,37882_20160322_103139,-122.482596,CA,94121
First Korean Market,4.5,$,International Grocery,228,80,,Routine - Unscheduled,San Francisco,Moderate Risk,,,77973_20160420,77973,4625 Geary Blvd,2016-04-20 00:00:00,Inadequate and inaccessible handwashing facilities,77973_20160420_103119,,CA,94118
Fish N Gari,3.5,$$,Sushi Bars,165,71,37.792577,Routine - Unscheduled,San Francisco,Low Risk,"(37.792577, -122.421016)",,69759_20160708,69759,1718 Polk St,2016-07-08 00:00:00,Food safety certificate or food handler card not available,69759_20160708_103157,-122.421016,CA,94109
Fish and Farm,3.0,$$,American (New),146,96,,Routine - Unscheduled,San Francisco,Low Risk,,,82677_20160805,82677,424 Clay St,2016-08-05 00:00:00,Worker safety hazards,82677_20160805_103159,,CA,94111
Fishbowl,3.5,$,Pubs,251,90,37.786887,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.786887, -122.440156)",,58718_20160713,58718,1854 DIVISADERO St,2016-07-13 00:00:00,Moderate risk vermin infestation,58718_20160713_103131,-122.440156,CA,94115
