business_name,yelp_rating,yelp_price,yelp_category,yelp_review_count,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
TOMMYS MEXICAN RESTAURANT,3.5,$$,Mexican,1053,84,37.780083,Routine - Unscheduled,San Francisco,Low Risk,"(37.780083, -122.483108)",,3229_20161031,3229,5929 GEARY Blvd,2016-10-31 00:00:00,Unapproved or unmaintained equipment or utensils,3229_20161031_103144,-122.483108,CA,94121
TON KIANG RESTAURANT #2,3.5,$$,Dim Sum,1210,90,37.780144,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.780144, -122.481939)",,3591_20160916,3591,5821 GEARY Blvd,2016-09-16 00:00:00,Inadequate and inaccessible handwashing facilities,3591_20160916_103119,-122.481939,CA,94121
TONY BALONEY'S,4.0,$,Delis,201,83,37.778033,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.778033, -122.40943)",+14155861514,4787_20160628,4787,1098 HOWARD St,2016-06-28 00:00:00,Moderate risk vermin infestation,4787_20160628_103131,-122.40943,CA,94103
TORINO MARKET,2.5,$,Grocery,5,90,37.734392,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.734392, -122.390972)",,7394_20151118,7394,4830 03rd St,2015-11-18 00:00:00,Moderate risk vermin infestation,7394_20151118_103131,-122.390972,CA,94124
TOWN HALL RESTAURANT,3.5,$$$,American (New),1804,93,37.789563,Routine - Unscheduled,San Francisco,High Risk,"(37.789563, -122.394821)",,9652_20140304,9652,342 HOWARD STREET,2014-03-04 00:00:00,Unauthorized or unsafe use of time as a public health control measure,9652_20140304_103104,-122.394821,CA,94105
TOWN'S END RESTAURANT & BAKERY,3.5,$$,American (Traditional),690,87,37.781865,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.781865, -122.388433)",+14155510749,3102_20160830,3102,2 TOWNSEND St,2016-08-30 00:00:00,Foods not protected from contamination,3102_20160830_103133,-122.388433,CA,94107
TRADER JOE'S,4.5,$$,Grocery,67,85,37.774722,Routine - Unscheduled,San Francisco,Low Risk,"(37.774722, -122.406761)",,7407_20151021,7407,555 09th St,2015-10-21 00:00:00,Unclean or degraded floors walls or ceilings,7407_20151021_103154,-122.406761,CA,94103
TRADER JOE'S,4.0,$$,Grocery,510,89,37.783444,Routine - Unscheduled,San Francisco,High Risk,"(37.783444, -122.447294)",+14155349964,7405_20150519,7405,3 MASONIC Ave,2015-05-19 00:00:00,High risk food holding temperature,7405_20150519_103103,-122.447294,CA,94118
TSING TAO RESTAURANT,3.5,$,Chinese,244,86,37.781624,Routine - Unscheduled,San Francisco,Low Risk,"(37.781624, -122.492609)",,606_20160518,606,3107 CLEMENT St,2016-05-18 00:00:00,Improper storage of equipment utensils or linens,606_20160518_103145,-122.492609,CA,94121
TULLY'S  COFFEE,2.5,$$,Coffee & Tea,15,88,37.792071,Routine - Unscheduled,San Francisco,Low Risk,"(37.792071, -122.434535)",,1186_20140429,1186,2455 FILLMORE St,2014-04-29 00:00:00,Unclean or degraded floors walls or ceilings,1186_20140429_103154,-122.434535,CA,94115
TURK & LARKIN DELI,4.5,$,Delis,97,73,37.782458,Routine - Unscheduled,San Francisco,Low Risk,"(37.782458, -122.416873)",+14155776889,3038_20160620,3038,476 TURK St,2016-06-20 00:00:00,Unclean or degraded floors walls or ceilings,3038_20160620_103154,-122.416873,CA,94102
TWI LIGHT CAFE,4.0,$,Middle Eastern,94,100,37.775698,Routine - Unscheduled,San Francisco,,"(37.775698, -122.455034)",+14155376115,1699_20150430,1699,2600 McALLISTER St,2015-04-30 00:00:00,,,-122.455034,CA,94118
TWO JACKS SEAFOOD,3.5,$,Seafood,64,91,37.772274,Routine - Unscheduled,San Francisco,High Risk,"(37.772274, -122.428997)",+14155436290,2384_20160323,2384,401 HAIGHT St,2016-03-23 00:00:00,High risk food holding temperature,2384_20160323_103103,-122.428997,CA,94117
TWO JACKS SEAFOOD #2,4.0,$$,Seafood,10,92,37.718016,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.718016, -122.387696)",,941_20160804,941,984 GILMAN Ave,2016-08-04 00:00:00,Foods not protected from contamination,941_20160804_103133,-122.387696,CA,94124
TYGER'S,3.5,$,Diners,262,86,37.734579,Routine - Unscheduled,San Francisco,Low Risk,"(37.734579, -122.4339)",+14155234064,2692_20160330,2692,2798 DIAMOND St,2016-03-30 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,2692_20160330_103149,-122.4339,CA,94131
Taboun,4.0,$,Middle Eastern,165,91,37.764574,Routine - Unscheduled,San Francisco,Low Risk,"(37.764574, -122.45295)",,13753_20160822,13753,203 Parnassus Ave,2016-08-22 00:00:00,Unclean or degraded floors walls or ceilings,13753_20160822_103154,-122.45295,CA,
Tacko Shop,4.0,$$,Mexican,555,92,37.798273,Routine - Unscheduled,San Francisco,Low Risk,"(37.798273, -122.435774)",+14155793534,65624_20160525,65624,3115 Fillmore St,2016-05-25 00:00:00,Improper or defective plumbing,65624_20160525_103150,-122.435774,CA,94123
Taco Bell,3.5,$,Tex-Mex,99,98,37.793874,Routine - Unscheduled,San Francisco,Low Risk,"(37.793874, -122.396464)",,5136_20160504,5136,7 Drumm St,2016-05-04 00:00:00,Improper or defective plumbing,5136_20160504_103150,-122.396464,CA,94111
Tacolicious,3.5,$$,Mexican,1133,90,37.760974,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.760974, -122.421456)",,66685_20161205,66685,741 Valencia St,2016-12-05 00:00:00,Foods not protected from contamination,66685_20161205_103133,-122.421456,CA,94110
Tacos El Paisano,4.5,$,Food Stands,34,90,37.748178,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.748178, -122.420217)",,69013_20150813,69013,3498 Cesar Chavez,2015-08-13 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,69013_20150813_103116,-122.420217,CA,94110
Tacos San Buena,3.5,$,Mexican,66,96,37.797327,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.797327, -122.401957)",,18126_20160506,18126,768 Sansome St,2016-05-06 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,18126_20160506_103116,-122.401957,CA,94111
Tacos San Buena,3.5,$,Mexican,66,92,37.749851,Routine - Unscheduled,San Francisco,Low Risk,"(37.749851, -122.415121)",+14155550404,5301_20160201,5301,2598 Harrison St,2016-02-01 00:00:00,Food safety certificate or food handler card not available,5301_20160201_103157,-122.415121,CA,94110
Tad's,3.0,$$,Steakhouses,621,92,37.785928,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.785928, -122.407887)",,3019_20160505,3019,120 Powell St,2016-05-05 00:00:00,Foods not protected from contamination,3019_20160505_103133,-122.407887,CA,94102
Tadich Grill,4.0,$$$,Seafood,1879,85,37.793358,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.793358, -122.399443)",,3122_20160602,3122,240 California St,2016-06-02 00:00:00,Moderate risk food holding temperature,3122_20160602_103120,-122.399443,CA,94111
Tak Kee Lee Restaurant,3.5,$,Chinese,136,84,37.753623,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.753623, -122.489929)",,10990_20161114,10990,2435 Noriega St,2016-11-14 00:00:00,Moderate risk vermin infestation,10990_20161114_103131,-122.489929,CA,94122
Takara Restaurant,3.5,$$,Japanese,411,80,37.785018,Routine - Unscheduled,San Francisco,Low Risk,"(37.785018, -122.429587)",,3750_20151002,3750,22 Peace Plaza  #505,2015-10-02 00:00:00,Improper storage of equipment utensils or linens,3750_20151002_103145,-122.429587,CA,94115
Takara Sushi S.F.,4.0,$$,Japanese,1038,88,37.760733,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.760733, -122.436848)",,63156_20150831,63156,4243 18th St,2015-08-31 00:00:00,Noncompliance with shell fish tags or display,63156_20150831_103125,-122.436848,CA,94114
Tan's Cafe III,2.5,$,Coffee & Tea,17,88,37.805286,Routine - Unscheduled,San Francisco,Low Risk,"(37.805286, -122.408075)",,4753_20161110,4753,155 Francisco St,2016-11-10 00:00:00,Permit license or inspection report not posted,4753_20161110_103156,-122.408075,CA,94133
Tandoori Mahal,3.0,$$,Indian,235,85,37.796557,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.796557, -122.405278)",,3160_20160826,3160,941 Kearny St,2016-08-26 00:00:00,Inadequately cleaned or sanitized food contact surfaces,3160_20160826_103124,-122.405278,CA,94133
Tanguito,4.0,$,Argentine,487,92,37.807263,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.807263, -122.41722)",,38307_20141118,38307,2850 Jones St,2014-11-18 00:00:00,Inadequate and inaccessible handwashing facilities,38307_20141118_103119,-122.41722,CA,94133
"Taqueria ""Los Coyotes"" #2",4.0,$,Mexican,721,84,37.765028,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.765028, -122.420402)",,3614_20160509,3614,3036 16th St,2016-05-09 00:00:00,Moderate risk food holding temperature,3614_20160509_103120,-122.420402,CA,94103
Taqueria Castillo B,3.5,$,Mexican,135,79,37.783527,Routine - Unscheduled,San Francisco,Low Risk,"(37.783527, -122.409061)",,60354_20161118,60354,10 Mason St,2016-11-18 00:00:00,Inadequate warewashing facilities or equipment,60354_20161118_103143,-122.409061,CA,94102
Taqueria Castillo B,3.5,$,Mexican,135,66,37.780994,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.780994, -122.413637)",,60355_20160523,60355,86 McAllister St,2016-05-23 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,60355_20160523_103116,-122.413637,CA,94102
Taqueria Cazadores,4.0,$,Mexican,116,73,37.749851,Routine - Unscheduled,San Francisco,Low Risk,"(37.749851, -122.415121)",+14156781286,59044_20160719,59044,1600 C Mission St,2016-07-19 00:00:00,Food safety certificate or food handler card not available,59044_20160719_103157,-122.415121,CA,94110
Taqueria El Buen Sabor #2,4.0,$,Mexican,16,92,37.711887,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.711887, -122.40542)",,63780_20160725,63780,98 LELAND AVENUE,2016-07-25 00:00:00,Inadequately cleaned or sanitized food contact surfaces,63780_20160725_103124,-122.40542,CA,94134
Taqueria El Sol #2,3.5,$,Mexican,157,98,37.786709,Routine - Unscheduled,San Francisco,Low Risk,"(37.786709, -122.413068)",+14155440405,31568_20160223,31568,595 Geary St,2016-02-23 00:00:00,Unclean or degraded floors walls or ceilings,31568_20160223_103154,-122.413068,CA,94102
Taqueria Mana,3.5,$,Mexican,243,85,37.790043,Routine - Unscheduled,San Francisco,Low Risk,"(37.790043, -122.407104)",,9273_20161018,9273,439 Stockton St,2016-10-18 00:00:00,Unapproved or unmaintained equipment or utensils,9273_20161018_103144,-122.407104,CA,94108
Taqueria Zorro,3.0,$,Mexican,348,79,37.798065,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.798065, -122.406855)",,468_20161017,468,308 Columbus Ave,2016-10-17 00:00:00,Moderate risk vermin infestation,468_20161017_103131,-122.406855,CA,94133
Tara Indian Cuisine,4.5,$$,Indian,168,71,37.765457,Routine - Unscheduled,San Francisco,High Risk,"(37.765457, -122.431317)",,27167_20150928,27167,2217 MARKET St,2015-09-28 00:00:00,High risk food holding temperature,27167_20150928_103103,-122.431317,CA,94114
Tarantino's,3.5,$$,Seafood,485,90,37.808138,Routine - Unscheduled,San Francisco,Low Risk,"(37.808138, -122.416654)",,2943_20160927,2943,206 Jefferson St,2016-09-27 00:00:00,Unapproved or unmaintained equipment or utensils,2943_20160927_103144,-122.416654,CA,94133
Taraval Pizza,3.0,$,Pizza,189,100,37.742892,Routine - Unscheduled,San Francisco,,"(37.742892, -122.478002)",,64846_20160622,64846,1115 Taraval St,2016-06-22 00:00:00,,,-122.478002,CA,94116
Taste of Formosa,3.5,$$,Taiwanese,383,78,37.782018,Routine - Unscheduled,San Francisco,High Risk,"(37.782018, -122.485421)",+14155666368,10886_20161031,10886,2428 CLEMENT ST,2016-10-31 00:00:00,Improper cooling methods,10886_20161031_103105,-122.485421,CA,94121
Tasty Coffee,4.5,$,Coffee & Tea,30,90,37.728688,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.728688, -122.440358)",,62560_20161122,62560,1818 San Jose Avenue,2016-11-22 00:00:00,Inadequate and inaccessible handwashing facilities,62560_20161122_103119,-122.440358,CA,94112
Tataki Canyon,4.0,$$,Sushi Bars,256,94,37.734576,Routine - Unscheduled,San Francisco,Low Risk,"(37.734576, -122.433528)",+14155859383,67919_20161013,67919,678 CHENERY St,2016-10-13 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,67919_20161013_103149,-122.433528,CA,94131
Teavana Corporation,4.0,$,Coffee & Tea,37,90,37.784317,Routine - Unscheduled,San Francisco,Low Risk,"(37.784317, -122.407563)",,67943_20160706,67943,865 Market St #324,2016-07-06 00:00:00,Food safety certificate or food handler card not available,67943_20160706_103157,-122.407563,CA,94103
Ted's Sports Bar & Grill,4.0,$$,Sports Bars,145,96,37.775357,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.775357, -122.402758)",,59934_20140701,59934,312 HARRIET St,2014-07-01 00:00:00,Inadequate and inaccessible handwashing facilities,59934_20140701_103119,-122.402758,CA,94103
Tee Off Bar & Grill,3.5,$$,Dive Bars,536,82,37.781603,Routine - Unscheduled,San Francisco,High Risk,"(37.781603, -122.492939)",,24457_20160512,24457,3129 CLEMENT St,2016-05-12 00:00:00,High risk food holding temperature,24457_20160512_103103,-122.492939,CA,94121
Tempest,4.0,$,American (Traditional),568,86,37.781249,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.781249, -122.406222)",,66255_20161206,66255,431 NATOMA St,2016-12-06 00:00:00,Inadequately cleaned or sanitized food contact surfaces,66255_20161206_103124,-122.406222,CA,94103
Ten Ren Tea Co S F Ltd,4.5,$,Coffee & Tea,586,94,37.795803,Routine - Unscheduled,San Francisco,Low Risk,"(37.795803, -122.406614)",,7482_20161024,7482,949 Grant Ave,2016-10-24 00:00:00,Food safety certificate or food handler card not available,7482_20161024_103157,-122.406614,CA,94108
Tenglong Chinese Restaurant,4.0,$$,Chinese,184,96,37.783108,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.783108, -122.461482)",,70619_20160615,70619,208 CLEMENT St,2016-06-15 00:00:00,Moderate risk food holding temperature,70619_20160615_103120,-122.461482,CA,94118
Tenmatsu Grab and Go,3.5,$$,Japanese,105,74,37.791112,Routine - Unscheduled,San Francisco,Low Risk,"(37.791112, -122.404024)",,70022_20160331,70022,336 Kearny St,2016-03-31 00:00:00,Improper storage use or identification of toxic substances,70022_20160331_103138,-122.404024,CA,94108
Terroir,4.0,$$,Wine Bars,345,96,37.776494,Routine - Unscheduled,San Francisco,Low Risk,"(37.776494, -122.408562)",+14155718949,32586_20160906,32586,81 Langton St,2016-09-06 00:00:00,Unapproved or unmaintained equipment or utensils,32586_20160906_103144,-122.408562,CA,94103
Terzo,4.0,$$$,Mediterranean,537,94,37.797144,Routine - Unscheduled,San Francisco,Low Risk,"(37.797144, -122.437224)",,18805_20160607,18805,3011 Steiner St,2016-06-07 00:00:00,Unclean or degraded floors walls or ceilings,18805_20160607_103154,-122.437224,CA,94123
Thai 4 You,3.5,$,Thai,38,59,37.78397,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.78397, -122.419479)",,71071_20150918,71071,807 Ellis St,2015-09-18 00:00:00,Inadequate sewage or wastewater disposal,71071_20150918_103130,-122.419479,CA,94109
Thai Cafe,3.5,$$,Thai,186,94,37.781304,Routine - Unscheduled,San Francisco,Low Risk,"(37.781304, -122.455582)",,2549_20150316,2549,3407 GEARY Blvd,2015-03-16 00:00:00,Unapproved or unmaintained equipment or utensils,2549_20150316_103144,-122.455582,CA,94118
Thai Chef 2,3.5,$$,Thai,221,96,37.760813,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.760813, -122.435789)",,2615_20150831,2615,4133 18th St,2015-08-31 00:00:00,Moderate risk vermin infestation,2615_20150831_103131,-122.435789,CA,94114
Thai Cottage Restaurant,4.0,$$,Thai,194,98,37.760413,Routine - Unscheduled,San Francisco,Low Risk,"(37.760413, -122.50555)",+14155670820,63992_20151112,63992,4041 JUDAH St,2015-11-12 00:00:00,Unclean or degraded floors walls or ceilings,63992_20151112_103154,-122.50555,CA,94122
Thai House Express On Castro,3.5,$$,Thai,512,87,37.759404,Routine - Unscheduled,San Francisco,Low Risk,"(37.759404, -122.434836)",+14155865000,3850_20161215,3850,599 Castro,2016-12-15 00:00:00,Low risk vermin infestation,3850_20161215_103161,-122.434836,CA,94114
Thai Idea Vegetarian,4.5,$$,Vegan,554,71,37.783265,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.783265, -122.419137)",,66800_20160303,66800,710 Polk St,2016-03-03 00:00:00,Inadequately cleaned or sanitized food contact surfaces,66800_20160303_103124,-122.419137,CA,94109
Thai Nghiep Ky,4.0,$,Vietnamese,274,81,37.754064,Routine - Unscheduled,San Francisco,Low Risk,"(37.754064, -122.478942)",,70687_20161109,70687,1429 NORIEGA St,2016-11-09 00:00:00,Unapproved or unmaintained equipment or utensils,70687_20161109_103144,-122.478942,CA,94122
Thai Spice Restaurant,3.5,$$,Thai,514,85,37.792677,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.792677, -122.421036)",,2066_20161003,2066,1730 Polk St,2016-10-03 00:00:00,Foods not protected from contamination,2066_20161003_103133,-122.421036,CA,94109
Thai Stick 4.0,4.0,$$,Thai,1889,90,37.784859,Routine - Unscheduled,San Francisco,Low Risk,"(37.784859, -122.41995)",+14155778858,3062_20151113,3062,925 O'FARRELL St,2015-11-13 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,3062_20151113_103149,-122.41995,CA,94109
Thailand Restaurant,3.0,$$,Thai,238,88,37.761757,Routine - Unscheduled,San Francisco,Low Risk,"(37.761757, -122.435151)",,35784_20151211,35784,438A CASTRO St,2015-12-11 00:00:00,Low risk vermin infestation,35784_20151211_103161,-122.435151,CA,94114
Than Tam II,3.5,$,Vietnamese,342,78,37.763664,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.763664, -122.421736)",,58576_20160901,58576,577 Valencia St.,2016-09-01 00:00:00,Foods not protected from contamination,58576_20160901_103133,-122.421736,CA,94103
The AA Bakery & Cafe,4.0,$,Bakeries,308,85,37.795564,Routine - Unscheduled,San Francisco,High Risk,"(37.795564, -122.40809)",,2233_20160524,2233,1068 Stockton St,2016-05-24 00:00:00,Unclean hands or improper use of gloves,2233_20160524_103102,-122.40809,CA,94108
The Alembic,4.0,$$,Bars,1574,94,37.76942,Routine - Unscheduled,San Francisco,Low Risk,"(37.76942, -122.451013)",,28601_20150617,28601,1725 Haight St,2015-06-17 00:00:00,Improper or defective plumbing,28601_20150617_103150,-122.451013,CA,94117
The American Grilled Cheese,4.0,$$,Sandwiches,1367,96,37.782268,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.782268, -122.393063)",,61612_20150318,61612,1 South Park  Suite 103A,2015-03-18 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,61612_20150318_103116,-122.393063,CA,94107
The Aventine,3.5,$$,Italian,313,98,37.795588,Routine - Unscheduled,San Francisco,Low Risk,"(37.795588, -122.403022)",,39076_20150401,39076,582 Washington St,2015-04-01 00:00:00,Unclean or degraded floors walls or ceilings,39076_20150401_103154,-122.403022,CA,94111
The Bagelry of S.F.,3.5,$,Bagels,218,90,37.796308,Routine - Unscheduled,San Francisco,Low Risk,"(37.796308, -122.421907)",,69706_20161021,69706,2139 A Polk St,2016-10-21 00:00:00,Unclean or degraded floors walls or ceilings,69706_20161021_103154,-122.421907,CA,94109
The Bell,3.5,$$,Bars,551,83,37.794298,Routine - Unscheduled,San Francisco,Low Risk,"(37.794298, -122.421387)",,3335_20160815,3335,1900 Polk St,2016-08-15 00:00:00,Permit license or inspection report not posted,3335_20160815_103156,-122.421387,CA,94109
The Blue Fig,3.5,$,Coffee & Tea,346,90,37.757177,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.757177, -122.421154)",,62744_20160831,62744,990 Valencia St,2016-08-31 00:00:00,Inadequately cleaned or sanitized food contact surfaces,62744_20160831_103124,-122.421154,CA,94110
The Board Room,4.0,$,Sports Bars,379,86,37.799513,Routine - Unscheduled,San Francisco,Low Risk,"(37.799513, -122.410704)",,18357_20161229,18357,1609 Powell St,2016-12-29 00:00:00,Inadequate dressing rooms or improper storage of personal items,18357_20161229_103153,-122.410704,CA,94133
The Brick Yard,4.0,$$,Bars,490,84,37.797933,Routine - Unscheduled,San Francisco,Low Risk,"(37.797933, -122.428627)",+14156677676,63082_20150930,63082,1787 Union St,2015-09-30 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,63082_20150930_103149,-122.428627,CA,94123
The Brixton,3.5,$$,American (New),696,86,37.797238,Routine - Unscheduled,San Francisco,Low Risk,"(37.797238, -122.434533)",+14155401114,65057_20160603,65057,2140 UNION St,2016-06-03 00:00:00,Improper storage of equipment utensils or linens,65057_20160603_103145,-122.434533,CA,94123
The Broken Record,4.0,$,Dive Bars,1202,90,37.71444,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.71444, -122.436835)",,34102_20161007,34102,1166 Geneva Ave,2016-10-07 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,34102_20161007_103116,-122.436835,CA,94112
The Burritt Room & Tavern,4.0,$$,Lounges,834,94,37.789854,Routine - Unscheduled,San Francisco,Low Risk,"(37.789854, -122.407064)",,68982_20150311,68982,417 Stockton St,2015-03-11 00:00:00,Improper food storage,68982_20150311_103139,-122.407064,CA,94108
The Butler & The Chef Bistro,3.5,$$,French,1551,94,37.780944,Routine - Unscheduled,San Francisco,Low Risk,"(37.780944, -122.394412)",,58945_20160824,58945,155A SOUTH PARK St,2016-08-24 00:00:00,Unclean or degraded floors walls or ceilings,58945_20160824_103154,-122.394412,CA,94107
The Cheesecake Factory,3.0,$$,Desserts,2530,81,37.787423,Routine - Unscheduled,San Francisco,Low Risk,"(37.787423, -122.407417)",,2898_20150818,2898,"251 Geary St, 8th Floor",2015-08-18 00:00:00,Improper or defective plumbing,2898_20150818_103150,-122.407417,CA,94102
The Clift Hotel (Cafeteria),3.5,$$$,Hotels,464,98,37.786974,Routine - Unscheduled,San Francisco,Low Risk,"(37.786974, -122.411136)",,2588_20160216,2588,495 Geary St Lower Level,2016-02-16 00:00:00,Low risk vermin infestation,2588_20160216_103161,-122.411136,CA,94102
The Clift Hotel (Main Kitchen),3.5,$$$,Lounges,755,92,37.786974,Routine - Unscheduled,San Francisco,Low Risk,"(37.786974, -122.411136)",,3791_20160216,3791,495 Geary St Main Level,2016-02-16 00:00:00,Unapproved or unmaintained equipment or utensils,3791_20160216_103144,-122.411136,CA,94102
The Clift Hotel (Spanish Suite),3.5,$$$,Hotels,759,100,37.786974,Routine - Unscheduled,San Francisco,,"(37.786974, -122.411136)",,3790_20160216,3790,495 Geary St 15th Floor,2016-02-16 00:00:00,,,-122.411136,CA,94102
The Coffee Bean and Tea Leaf,4.0,$,Coffee & Tea,143,86,37.790794,Routine - Unscheduled,San Francisco,Low Risk,"(37.790794, -122.402304)",,67839_20160315,67839,155 Montgomery St  #161,2016-03-15 00:00:00,Low risk vermin infestation,67839_20160315_103161,-122.402304,CA,94104
The Corner Store,3.5,$$,American (New),518,94,37.782247,Routine - Unscheduled,San Francisco,Low Risk,"(37.782247, -122.447932)",+14155245604,69236_20151006,69236,5 Masonic Avenue,2015-10-06 00:00:00,Inadequate warewashing facilities or equipment,69236_20151006_103143,-122.447932,CA,94118
The Cow Hollow Market,4.0,$,Delis,46,90,37.798624,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.798624, -122.437525)",,67276_20160430,67276,3165 STEINER St,2016-04-30 00:00:00,Inadequately cleaned or sanitized food contact surfaces,67276_20160430_103124,-122.437525,CA,94123
The Crab Station of Fisherman's Wharf,3.5,$$,Seafood,236,90,37.795202,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.795202, -122.413169)",,5016_20160614,5016,Foot of Taylor St #2,2016-06-14 00:00:00,Inadequately cleaned or sanitized food contact surfaces,5016_20160614_103124,-122.413169,CA,94133
The Creamery,3.0,$$,Coffee & Tea,692,94,37.777393,Routine - Unscheduled,San Francisco,Low Risk,"(37.777393, -122.39526)",,71057_20150313,71057,685 04th St,2015-03-13 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,71057_20150313_103149,-122.39526,CA,94107
The Daily Habit,4.5,$,Coffee & Tea,21,92,37.795227,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.795227, -122.39914)",,7503_20161228,7503,1 Maritime Plaza,2016-12-28 00:00:00,Moderate risk food holding temperature,7503_20161228_103120,-122.39914,CA,94111
The Dark Horse Inn,4.5,$$,Pubs,257,96,37.716105,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.716105, -122.440422)",,67489_20160727,67489,942 Geneva Ave,2016-07-27 00:00:00,Inadequately cleaned or sanitized food contact surfaces,67489_20160727_103124,-122.440422,CA,94112
The Deli Lama,4.5,$,Delis,60,100,37.746322,Routine - Unscheduled,San Francisco,,"(37.746322, -122.396793)",,61187_20151216,61187,150 TOLAND St #7,2015-12-16 00:00:00,,,-122.396793,CA,94124
The Family,4.5,$$$,Pubs,3,87,37.789895,Routine - Unscheduled,San Francisco,Low Risk,"(37.789895, -122.408774)",,3111_20150203,3111,545 Powell St,2015-02-03 00:00:00,Improper food storage,3111_20150203_103139,-122.408774,CA,94108
The Fitzgerald Hotel,3.0,$$,Hotels,69,98,37.787848,Routine - Unscheduled,San Francisco,Low Risk,"(37.787848, -122.412123)",+14155758100,68504_20161107,68504,620 Post St,2016-11-07 00:00:00,Food safety certificate or food handler card not available,68504_20161107_103157,-122.412123,CA,94109
The Fog Lifter Cafe,3.5,$,Cafes,294,90,37.725304,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.725304, -122.46241)",,66300_20160531,66300,1901 Ocean Avenue,2016-05-31 00:00:00,Inadequately cleaned or sanitized food contact surfaces,66300_20160531_103124,-122.46241,CA,94127
The Front Porch,4.0,$$,Southern,2292,93,37.743943,Routine - Unscheduled,San Francisco,High Risk,"(37.743943, -122.421988)",,21807_20161129,21807,65 29th St A,2016-11-29 00:00:00,High risk vermin infestation,21807_20161129_103114,-122.421988,CA,94110
The Golden West,4.0,$,Bakeries,328,83,37.790053,Routine - Unscheduled,San Francisco,Low Risk,"(37.790053, -122.402586)",+14155270896,63493_20151222,63493,8 Trinity Pl,2015-12-22 00:00:00,Unclean or degraded floors walls or ceilings,63493_20151222_103154,-122.402586,CA,94104
The Good Life Grocery,4.5,$$,Grocery,112,94,37.760018,Routine - Unscheduled,San Francisco,Low Risk,"(37.760018, -122.396813)",,33940_20150623,33940,1524 20th St,2015-06-23 00:00:00,Improper food storage,33940_20150623_103139,-122.396813,CA,94107
The Grind Cafe,3.5,$$,Coffee & Tea,481,91,37.771483,Routine - Unscheduled,San Francisco,Low Risk,"(37.771483, -122.435127)",,37755_20150819,37755,783 Haight St,2015-08-19 00:00:00,Low risk vermin infestation,37755_20150819_103161,-122.435127,CA,94117
The Grove,3.5,$$,Sandwiches,1498,100,37.786474,Routine - Unscheduled,San Francisco,,"(37.786474, -122.401788)",,61602_20150429,61602,690 Mission St,2015-04-29 00:00:00,,,-122.401788,CA,94105
The Grove-Hayes,3.5,$$,American (New),816,85,37.777026,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.777026, -122.421361)",+14155623953,64940_20150211,64940,301 Hayes St,2015-02-11 00:00:00,Moderate risk food holding temperature,64940_20150211_103120,-122.421361,CA,94102
