business_name,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
Daffodil c/o Orchard Hotel,98,37.790184,Routine - Unscheduled,San Francisco,Low Risk,"(37.790184, -122.408468)",,36875_20160407,36875,665 Bush St,2016-04-07 00:00:00,Unclean or degraded floors walls or ceilings,36875_20160407_103154,-122.408468,CA,94108
Il Pollaio,88,37.800036,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.800036, -122.409817)",,477_20160406,477,555 Columbus Ave,2016-04-06 00:00:00,Inadequately cleaned or sanitized food contact surfaces,477_20160406_103124,-122.409817,CA,94133
Spuntino,84,,Routine - Unscheduled,San Francisco,Low Risk,,,85790_20160406,85790,543 Columbus Ave,2016-04-06 00:00:00,Improper food storage,85790_20160406_103139,,CA,94133
Ziggy's Burger & Grill,75,37.793865,Routine - Unscheduled,San Francisco,Low Risk,"(37.793865, -122.396493)",,65925_20160406,65925,21 Drumm St,2016-04-06 00:00:00,Improper storage use or identification of toxic substances,65925_20160406_103138,-122.396493,CA,94111
Red Chilli,90,,Routine - Unscheduled,San Francisco,Moderate Risk,,,74210_20160406,74210,522 Jones St,2016-04-06 00:00:00,Moderate risk vermin infestation,74210_20160406_103131,,CA,94102
Cafe Bunn Mi,71,37.782953,Routine - Unscheduled,San Francisco,High Risk,"(37.782953, -122.4637)",,66361_20160406,66361,417 CLEMENT St,2016-04-06 00:00:00,Unclean hands or improper use of gloves,66361_20160406_103102,-122.4637,CA,94118
Drumm Liquors,85,37.79381,Routine - Unscheduled,San Francisco,Low Risk,"(37.79381, -122.396481)",,69786_20160406,69786,15 Drumm St,2016-04-06 00:00:00,Permit license or inspection report not posted,69786_20160406_103156,-122.396481,CA,94111
ST GABRIEL SCHOOL,100,37.739514,Routine - Unscheduled,San Francisco,,"(37.739514, -122.499046)",,5935_20160406,5935,2550 41st Ave,2016-04-06 00:00:00,,,-122.499046,CA,94116
Starbucks Coffee,100,37.786804,Routine - Unscheduled,San Francisco,,"(37.786804, -122.408135)",,2592_20160406,2592,201 Powell St,2016-04-06 00:00:00,,,-122.408135,CA,94102
Downtown High School,100,37.761354,Routine - Unscheduled,San Francisco,,"(37.761354, -122.404146)",+14155695866,5895_20160406,5895,693 VERMONT St,2016-04-06 00:00:00,,,-122.404146,CA,94107
La Belle,100,,Routine - Unscheduled,San Francisco,,,,87006_20160405,87006,3226 Geary Blvd,2016-04-05 00:00:00,,,,CA,94118
"Boba Guys, Inc.",94,,Routine - Unscheduled,San Francisco,Low Risk,,,80120_20160405,80120,429 Stockton St,2016-04-05 00:00:00,Unapproved or unmaintained equipment or utensils,80120_20160405_103144,,CA,94108
Mercury Cafe,92,37.773887,Routine - Unscheduled,San Francisco,Low Risk,"(37.773887, -122.424182)",,57751_20160405,57751,201 Octavia St,2016-04-05 00:00:00,Low risk vermin infestation,57751_20160405_103161,-122.424182,CA,94102
NICK'S SUPER MARKET,100,37.774017,Routine - Unscheduled,San Francisco,,"(37.774017, -122.423184)",+14155867928,7112_20160405,7112,144 PAGE St,2016-04-05 00:00:00,,,-122.423184,CA,94117
SAFEWAY #2646,91,37.774758,Routine - Unscheduled,San Francisco,Low Risk,"(37.774758, -122.464955)",,3736_20160405,3736,735 07th Ave,2016-04-05 00:00:00,Unclean nonfood contact surfaces,3736_20160405_103142,-122.464955,CA,94118
Boudin Bakery,94,37.787423,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.787423, -122.407417)",,3936_20160405,3936,"251 Geary St, Basement (Macy's)",2016-04-05 00:00:00,Moderate risk food holding temperature,3936_20160405_103120,-122.407417,CA,94102
West of Pecos,90,37.764087,Routine - Unscheduled,San Francisco,Low Risk,"(37.764087, -122.421881)",+14155257000,68963_20160405,68963,550 Valencia St,2016-04-05 00:00:00,Improper or defective plumbing,68963_20160405_103150,-122.421881,CA,94110
AFC Sushi @ Safeway #2646,100,,Routine - Unscheduled,San Francisco,,,+14150603200,79219_20160405,79219,735 07 Ave,2016-04-05 00:00:00,,,,CA,94118
Pharaohs,82,37.786787,Routine - Unscheduled,San Francisco,Low Risk,"(37.786787, -122.413329)",,68360_20160405,68360,608 Geary St,2016-04-05 00:00:00,Food safety certificate or food handler card not available,68360_20160405_103157,-122.413329,CA,94102
Nizario's Pizza,92,37.764294,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.764294, -122.421796)",,68503_20160405,68503,535 VALENCIA St,2016-04-05 00:00:00,Inadequately cleaned or sanitized food contact surfaces,68503_20160405_103124,-122.421796,CA,94110
Milan,98,37.786748,Routine - Unscheduled,San Francisco,Low Risk,"(37.786748, -122.413404)",,38606_20160405,38606,606 Geary St,2016-04-05 00:00:00,Unclean or degraded floors walls or ceilings,38606_20160405_103154,-122.413404,CA,94102
Acme Bread Company,100,37.795225,Routine - Unscheduled,San Francisco,,"(37.795225, -122.39377)",,7546_20160405,7546,1 Ferry Building  #15,2016-04-05 00:00:00,,,-122.39377,CA,94111
Super Save Supermarket,88,,Routine - Unscheduled,San Francisco,Low Risk,,,81758_20160404,81758,4517 03rd St,2016-04-04 00:00:00,Low risk vermin infestation,81758_20160404_103161,,CA,94124
Javalencia Cafe,90,,Routine - Unscheduled,San Francisco,Low Risk,,,76285_20160404,76285,1594 Market St,2016-04-04 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,76285_20160404_103149,,CA,94102
Bottle Zup,88,,Routine - Unscheduled,San Francisco,Low Risk,,,81757_20160404,81757,865 Market St #9003,2016-04-04 00:00:00,Permit license or inspection report not posted,81757_20160404_103156,,CA,94103
Mateo's Bay Area Hot Dogs,93,,Routine - Unscheduled,San Francisco,High Risk,,+14155889291,39481_20160404,39481,833 Bryant St,2016-04-04 00:00:00,High risk food holding temperature,39481_20160404_103103,,CA,
Kara's Cupcakes,81,37.799685,Routine - Unscheduled,San Francisco,Low Risk,"(37.799685, -122.44116)",,29304_20160402,29304,3249 SCOTT,2016-04-02 00:00:00,Improper food labeling or menu misrepresentation,29304_20160402_103141,-122.44116,CA,94123
Subway Sandwiches,85,37.793117,Routine - Unscheduled,San Francisco,Low Risk,"(37.793117, -122.402706)",,36178_20160401,36178,408 Montgomery St,2016-04-01 00:00:00,No thermometers or uncalibrated thermometers,36178_20160401_103148,-122.402706,CA,94104
The Velvet Scoop,96,,Routine - Unscheduled,San Francisco,Low Risk,,+14157276303,79888_20160401,79888,3280 22nd St A,2016-04-01 00:00:00,Permit license or inspection report not posted,79888_20160401_103156,,CA,94110
ENO,92,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14159306257,71962_20160401,71962,320 Geary St,2016-04-01 00:00:00,Inadequate and inaccessible handwashing facilities,71962_20160401_103119,,CA,94102
Boudin Petit Cafe,92,37.786548,Routine - Unscheduled,San Francisco,Low Risk,"(37.786548, -122.407313)",,1156_20160401,1156,"170 O'Farrell St, 1st Floor",2016-04-01 00:00:00,Food safety certificate or food handler card not available,1156_20160401_103157,-122.407313,CA,94102
Morton's Chicago Steakhouse,100,37.78833,Routine - Unscheduled,San Francisco,,"(37.78833, -122.408525)",,3490_20160401,3490,404 Post St,2016-04-01 00:00:00,,,-122.408525,CA,94102
Toyose INC,100,,Routine - Unscheduled,San Francisco,,,+14155233102,69528_20160401,69528,3814 Noriega St,2016-04-01 00:00:00,,,,CA,94122
Joey & Pat's Bakery & Coffee Shop,100,37.757415,Routine - Unscheduled,San Francisco,,"(37.757415, -122.414496)",,67617_20160401,67617,2499 FOLSOM St,2016-04-01 00:00:00,,,-122.414496,CA,94110
Tsing Tao #2,80,,Routine - Unscheduled,San Francisco,High Risk,,,76886_20160331,76886,1117 Fillmore St,2016-03-31 00:00:00,Unclean hands or improper use of gloves,76886_20160331_103102,,CA,94115
SUPERETTE MARKET,84,37.784337,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784337, -122.409814)",,7512_20160331,7512,128 EDDY ST,2016-03-31 00:00:00,Moderate risk food holding temperature,7512_20160331_103120,-122.409814,CA,94102
Peet's Coffee & Tea,92,37.795184,Routine - Unscheduled,San Francisco,Low Risk,"(37.795184, -122.393819)",,1493_20160331,1493,1 Ferry Building  C3,2016-03-31 00:00:00,Inadequate or unsanitary refuse containers or area or no garbage service,1493_20160331_103151,-122.393819,CA,94111
FAMILY MARKET,84,37.713219,Routine - Unscheduled,San Francisco,High Risk,"(37.713219, -122.458851)",+14155582458,4849_20160331,4849,198 BROAD St,2016-03-31 00:00:00,Unapproved food source,4849_20160331_103110,-122.458851,CA,94112
Tenmatsu Grab and Go,74,37.791112,Routine - Unscheduled,San Francisco,Low Risk,"(37.791112, -122.404024)",,70022_20160331,70022,336 Kearny St,2016-03-31 00:00:00,Improper storage use or identification of toxic substances,70022_20160331_103138,-122.404024,CA,94108
Darioush Inc.,82,37.803308,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.803308, -122.417044)",,70780_20160331,70780,800 Chestnut St,2016-03-31 00:00:00,Inadequate procedures or records for time as a public health control,70780_20160331_103121,-122.417044,CA,94133
STARBUCKS,98,37.786404,Routine - Unscheduled,San Francisco,Low Risk,"(37.786404, -122.453207)",,2756_20160331,2756,3595 CALIFORNIA St,2016-03-31 00:00:00,Improper or defective plumbing,2756_20160331_103150,-122.453207,CA,94118
Sushirrito,98,,Routine - Unscheduled,San Francisco,Low Risk,,,73849_20160331,73849,226 Kearny St,2016-03-31 00:00:00,Unapproved or unmaintained equipment or utensils,73849_20160331_103144,,CA,94108
Colibri Mexican Bistro,88,37.787098,Routine - Unscheduled,San Francisco,Low Risk,"(37.787098, -122.410594)",,11860_20160331,11860,438 Geary St,2016-03-31 00:00:00,Improper or defective plumbing,11860_20160331_103150,-122.410594,CA,94102
Daily Grill,100,37.787218,Routine - Unscheduled,San Francisco,,"(37.787218, -122.408977)",,3374_20160331,3374,347 Geary St,2016-03-31 00:00:00,,,-122.408977,CA,94102
Vixi,98,,Routine - Unscheduled,San Francisco,Low Risk,,+14155830900,86807_20160331,86807,3611 California St,2016-03-31 00:00:00,Unclean or degraded floors walls or ceilings,86807_20160331_103154,,CA,94118
CELIAS RESTAURANT,88,37.760423,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.760423, -122.505209)",,3594_20160330,3594,4019 JUDAH St,2016-03-30 00:00:00,Foods not protected from contamination,3594_20160330_103133,-122.505209,CA,94122
THANH LONG RESTAURANT,92,37.760383,Routine - Unscheduled,San Francisco,Low Risk,"(37.760383, -122.50609)",+14155257984,3228_20160330,3228,4101 JUDAH St,2016-03-30 00:00:00,Food safety certificate or food handler card not available,3228_20160330_103157,-122.50609,CA,94122
Rhea's Deli & Market,92,,Routine - Unscheduled,San Francisco,Low Risk,,+14155285255,78172_20160330,78172,800 Valencia St,2016-03-30 00:00:00,Improper food storage,78172_20160330_103139,,CA,94110
The Tipsy Pig,92,37.800286,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.800286, -122.439982)",,58861_20160330,58861,2231 CHESTNUT St,2016-03-30 00:00:00,Inadequately cleaned or sanitized food contact surfaces,58861_20160330_103124,-122.439982,CA,94123
Tai Chi Restaurant,86,,Routine - Unscheduled,San Francisco,Low Risk,,,72049_20160330,72049,2031 Polk St,2016-03-30 00:00:00,Improper or defective plumbing,72049_20160330_103150,,CA,94109
Happy Yogurt,100,37.779613,Routine - Unscheduled,San Francisco,,"(37.779613, -122.493349)",,68196_20160330,68196,503 33rd Ave,2016-03-30 00:00:00,,,-122.493349,CA,94121
Xpresso Tea,96,37.779663,Routine - Unscheduled,San Francisco,Low Risk,"(37.779663, -122.493618)",+14155277367,71532_20160330,71532,6901 Geary Blvd,2016-03-30 00:00:00,Unclean or degraded floors walls or ceilings,71532_20160330_103154,-122.493618,CA,94121
"G. L. Alfieri, LLC",100,37.795225,Routine - Unscheduled,San Francisco,,"(37.795225, -122.39377)",+14159533448,63079_20160330,63079,1 Ferry Building,2016-03-30 00:00:00,,,-122.39377,CA,94111
Boccalone,100,37.795225,Routine - Unscheduled,San Francisco,,"(37.795225, -122.39377)",,38030_20160330,38030,1 Ferry Building  #21,2016-03-30 00:00:00,,,-122.39377,CA,94111
Ritz-Carlton SF - Banquet Kitchen,94,37.791757,Routine - Unscheduled,San Francisco,Low Risk,"(37.791757, -122.407377)",,2262_20160330,2262,600 Stockton St 2nd Floor,2016-03-30 00:00:00,Unapproved or unmaintained equipment or utensils,2262_20160330_103144,-122.407377,CA,94108
TYGER'S,86,37.734579,Routine - Unscheduled,San Francisco,Low Risk,"(37.734579, -122.4339)",+14155234064,2692_20160330,2692,2798 DIAMOND St,2016-03-30 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,2692_20160330_103149,-122.4339,CA,94131
"Ritz-Carlton, SF -  P-37 Restaurant and Bar",92,37.791757,Routine - Unscheduled,San Francisco,Low Risk,"(37.791757, -122.407377)",,919_20160330,919,600 Stockton St 4th Floor,2016-03-30 00:00:00,Improper food storage,919_20160330_103139,-122.407377,CA,94108
Pita's Cafe,87,37.787418,Routine - Unscheduled,San Francisco,Low Risk,"(37.787418, -122.423043)",,39615_20160330,39615,1380 Sutter St,2016-03-30 00:00:00,Improper storage use or identification of toxic substances,39615_20160330_103138,-122.423043,CA,94109
Ritz-Carlton SF - Club Lounge,100,37.791757,Routine - Unscheduled,San Francisco,,"(37.791757, -122.407377)",,920_20160330,920,600 Stockton St 8th Floor,2016-03-30 00:00:00,,,-122.407377,CA,94108
Super Duper,90,37.763884,Routine - Unscheduled,San Francisco,Low Risk,"(37.763884, -122.433688)",,62358_20160330,62358,2304 MARKET St,2016-03-30 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,62358_20160330_103149,-122.433688,CA,94114
SQUAT & GOBBLE CAFE #3,89,37.764248,Routine - Unscheduled,San Francisco,Low Risk,"(37.764248, -122.433392)",,1124_20160330,1124,3600 16th St,2016-03-30 00:00:00,Improper storage of equipment utensils or linens,1124_20160330_103145,-122.433392,CA,94114
Brasserie Saint James,90,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155659868,85750_20160330,85750,742 Valencia St,2016-03-30 00:00:00,Inadequate and inaccessible handwashing facilities,85750_20160330_103119,,CA,94110
7 Eleven #2366-35696A,84,,Routine - Unscheduled,San Francisco,Low Risk,,+14155383434,70486_20160330,70486,221 Sansome St,2016-03-30 00:00:00,Unclean unmaintained or improperly constructed toilet facilities,70486_20160330_103152,,CA,94104
San Francisco Soup Company,87,37.791151,Routine - Unscheduled,San Francisco,High Risk,"(37.791151, -122.402403)",,3924_20160330,3924,221 Montgomery St,2016-03-30 00:00:00,High risk food holding temperature,3924_20160330_103103,-122.402403,CA,94104
"Rodger's Coffee & Tea, LLC",96,37.758618,Routine - Unscheduled,San Francisco,Low Risk,"(37.758618, -122.419632)",,39420_20160330,39420,3520 20th St,2016-03-30 00:00:00,Inadequate warewashing facilities or equipment,39420_20160330_103143,-122.419632,CA,94110
Ming Kee Restaurant,88,,Routine - Unscheduled,San Francisco,Low Risk,,+14155338198,77484_20160329,77484,1548 Ocean Ave,2016-03-29 00:00:00,Unapproved or unmaintained equipment or utensils,77484_20160329_103144,,CA,94112
The Mayflower,90,,Routine - Unscheduled,San Francisco,Low Risk,,+14155586061,75888_20160329,75888,1422 Ocean Ave,2016-03-29 00:00:00,Unsanitary employee garments hair or nails,75888_20160329_103136,,CA,94112
Dojima-Ann,92,37.786363,Routine - Unscheduled,San Francisco,Low Risk,"(37.786363, -122.408357)",,2589_20160329,2589,219 O'Farrell St,2016-03-29 00:00:00,Improper storage use or identification of toxic substances,2589_20160329_103138,-122.408357,CA,94102
Soul Groove,79,37.781677,Routine - Unscheduled,San Francisco,Low Risk,"(37.781677, -122.417125)",,69592_20160329,69592,422 Larkin St,2016-03-29 00:00:00,Inadequate ventilation or lighting,69592_20160329_103147,-122.417125,CA,94102
Marina Theatre,85,37.800483,Routine - Unscheduled,San Francisco,Low Risk,"(37.800483, -122.438567)",,36523_20160329,36523,2149 Chestnut St,2016-03-29 00:00:00,Improper storage use or identification of toxic substances,36523_20160329_103138,-122.438567,CA,94123
PRESIDIO THEATRE,87,37.800128,Routine - Unscheduled,San Francisco,Low Risk,"(37.800128, -122.441914)",,5039_20160329,5039,2340 CHESTNUT St,2016-03-29 00:00:00,Unclean nonfood contact surfaces,5039_20160329_103142,-122.441914,CA,94123
BODEGA BISTRO,74,37.783533,Routine - Unscheduled,San Francisco,High Risk,"(37.783533, -122.417603)",+14155921218,10102_20160329,10102,607 Larkin St,2016-03-29 00:00:00,High risk vermin infestation,10102_20160329_103114,-122.417603,CA,94109
Julie's Hotdogs,100,,Routine - Unscheduled,San Francisco,,,+14155578041,70707_20160329,70707,2401 Mission St,2016-03-29 00:00:00,,,,CA,94110
BURMA SUPERSTAR RESTAURANT,87,37.783004,Routine - Unscheduled,San Francisco,High Risk,"(37.783004, -122.462539)",,1977_20160328,1977,309 CLEMENT St,2016-03-28 00:00:00,Improper cooling methods,1977_20160328_103105,-122.462539,CA,94118
We Sushi,83,37.770613,Routine - Unscheduled,San Francisco,Low Risk,"(37.770613, -122.412191)",,69294_20160328,69294,428 11th,2016-03-28 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,69294_20160328_103149,-122.412191,CA,
Ghirardelli Chocolate Fountain,96,37.806388,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.806388, -122.422165)",,37361_20160328,37361,801 Beach St,2016-03-28 00:00:00,Inadequate and inaccessible handwashing facilities,37361_20160328_103119,-122.422165,CA,94109
North Point Market,94,37.805281,Routine - Unscheduled,San Francisco,Low Risk,"(37.805281, -122.423563)",,70755_20160328,70755,3098 Polk St,2016-03-28 00:00:00,Improper food storage,70755_20160328_103139,-122.423563,CA,94109
Joanie's Diner Inc.,93,37.806546,Routine - Unscheduled,San Francisco,High Risk,"(37.806546, -122.419277)",,2044_20160328,2044,1329 Columbus Ave,2016-03-28 00:00:00,Unclean or unsanitary food contact surfaces,2044_20160328_103109,-122.419277,CA,94133
Tung Sing Restaurant,83,37.751373,Routine - Unscheduled,San Francisco,High Risk,"(37.751373, -122.432319)",+14155648582,1609_20160328,1609,4015 24th St,2016-03-28 00:00:00,High risk food holding temperature,1609_20160328_103103,-122.432319,CA,94114
Patxi's Pizza,89,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155282000,79916_20160328,79916,4042 24th St,2016-03-28 00:00:00,Inadequate procedures or records for time as a public health control,79916_20160328_103121,,CA,94114
Jika Ramen & Gold Curry Sushi,77,,Routine - Unscheduled,San Francisco,Low Risk,,+14155772888,86670_20160325,86670,3925 Irving St,2016-03-25 00:00:00,Unapproved or unmaintained equipment or utensils,86670_20160325_103144,,CA,94122
Escape From New York Pizza,96,37.796254,Routine - Unscheduled,San Francisco,Low Risk,"(37.796254, -122.421864)",,33077_20160325,33077,2109 Polk St,2016-03-25 00:00:00,Improper or defective plumbing,33077_20160325_103150,-122.421864,CA,94109
William Cross Wine Merchants,94,37.797492,Routine - Unscheduled,San Francisco,Low Risk,"(37.797492, -122.422144)",,21101_20160325,21101,2253 Polk St,2016-03-25 00:00:00,Low risk vermin infestation,21101_20160325_103161,-122.422144,CA,94109
CLOONEY'S,86,37.750374,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.750374, -122.420456)",+14155824988,2369_20160324,2369,1401 Valencia St,2016-03-24 00:00:00,Moderate risk food holding temperature,2369_20160324_103120,-122.420456,CA,94110
Anthony's Cookies,94,37.750238,Routine - Unscheduled,San Francisco,Low Risk,"(37.750238, -122.420401)",+14155659834,68811_20160324,68811,1417 Valencia St,2016-03-24 00:00:00,Low risk vermin infestation,68811_20160324_103161,-122.420401,CA,94110
Flour & Water,96,37.758913,Routine - Unscheduled,San Francisco,Low Risk,"(37.758913, -122.412426)",,59637_20160324,59637,2401 Harrison St,2016-03-24 00:00:00,Inadequate ventilation or lighting,59637_20160324_103147,-122.412426,CA,94110
Mission Neighborhood Centers,92,37.761007,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.761007, -122.418215)",+14155207747,6000_20160324,6000,362 Capp St,2016-03-24 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,6000_20160324_103116,-122.418215,CA,94110
Johnny Rockets,78,,Routine - Unscheduled,San Francisco,High Risk,,+14155699120,81153_20160324,81153,81 Jefferson St,2016-03-24 00:00:00,Unclean or unsanitary food contact surfaces,81153_20160324_103109,,CA,94133
Al's Place,88,,Routine - Unscheduled,San Francisco,Low Risk,,+14155605186,80669_20160324,80669,1499 Valencia St,2016-03-24 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,80669_20160324_103149,,CA,94110
"Mariposa Baking Co., Inc.",100,37.795225,Routine - Unscheduled,San Francisco,,"(37.795225, -122.39377)",,68013_20160324,68013,1 Ferry Building  #32,2016-03-24 00:00:00,,,-122.39377,CA,94111
Swensen's of SF Inc,96,37.799187,Routine - Unscheduled,San Francisco,,"(37.799187, -122.419115)",,3323_20160324,3323,1999 Hyde St,2016-03-24 00:00:00,,,-122.419115,CA,94109
Union Larder,93,,Routine - Unscheduled,San Francisco,High Risk,,,77559_20160324,77559,1945 Hyde St,2016-03-24 00:00:00,Unclean hands or improper use of gloves,77559_20160324_103102,,CA,94109
STARCO MART,88,37.779804,Routine - Unscheduled,San Francisco,Low Risk,"(37.779804, -122.410063)",+14155556638,7561_20160323,7561,1065 MISSION St,2016-03-23 00:00:00,Inadequate dressing rooms or improper storage of personal items,7561_20160323_103153,-122.410063,CA,94103
LA PALMA,92,37.752798,Routine - Unscheduled,San Francisco,Low Risk,"(37.752798, -122.409922)",,4914_20160323,4914,2884 24th St,2016-03-23 00:00:00,Unapproved or unmaintained equipment or utensils,4914_20160323_103144,-122.409922,CA,94110
Cocotte,96,37.794753,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.794753, -122.418184)",,2051_20160323,2051,1521 Hyde St,2016-03-23 00:00:00,Inadequately cleaned or sanitized food contact surfaces,2051_20160323_103124,-122.418184,CA,94109
TWO JACKS SEAFOOD,91,37.772274,Routine - Unscheduled,San Francisco,High Risk,"(37.772274, -122.428997)",+14155436290,2384_20160323,2384,401 HAIGHT St,2016-03-23 00:00:00,High risk food holding temperature,2384_20160323_103103,-122.428997,CA,94117
Dolores Park Cafe,96,,Routine - Unscheduled,San Francisco,Low Risk,,+14155622936,74999_20160323,74999,501 Dolores St,2016-03-23 00:00:00,Improper storage of equipment utensils or linens,74999_20160323_103145,,CA,94110
House of Thai 2,100,,Routine - Unscheduled,San Francisco,,,,77852_20160323,77852,494 Haight St,2016-03-23 00:00:00,,,,CA,94117
Namu Gaji,92,37.761554,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.761554, -122.425956)",+14155436268,67552_20160323,67552,499 Dolores St,2016-03-23 00:00:00,Foods not protected from contamination,67552_20160323_103133,-122.425956,CA,94110
Khan Toke Thai House,68,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155666654,73889_20160322,73889,5937 Geary Blvd,2016-03-22 00:00:00,Improper thawing methods,73889_20160322_103132,,CA,94121
First Cake,88,37.780087,Routine - Unscheduled,San Francisco,Low Risk,"(37.780087, -122.482596)",,37882_20160322,37882,5901 GEARY Blvd,2016-03-22 00:00:00,Improper food storage,37882_20160322_103139,-122.482596,CA,94121
WEBSTER ELEMENTARY SCHOOL,92,37.760474,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.760474, -122.396296)",+14155695787,5823_20160322,5823,465 MISSOURI St,2016-03-22 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,5823_20160322_103116,-122.396296,CA,94107
The Salvation Army,92,37.754397,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.754397, -122.420915)",+14155640260,5999_20160322,5999,1156 Valencia St,2016-03-22 00:00:00,Inadequately cleaned or sanitized food contact surfaces,5999_20160322_103124,-122.420915,CA,94110
Luques Restaurant & Bar,88,37.788673,Routine - Unscheduled,San Francisco,Low Risk,"(37.788673, -122.408524)",,2926_20160322,2926,433 Powell St,2016-03-22 00:00:00,Unclean or degraded floors walls or ceilings,2926_20160322_103154,-122.408524,CA,94102
El Tesoro Taqueria and Grill,100,,Routine - Unscheduled,San Francisco,,,+14155200530,81707_20160322,81707,599 O'Farrell St,2016-03-22 00:00:00,,,,CA,94102
Tselogs,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,,85987_20160322,85987,552 Jones St,2016-03-22 00:00:00,Foods not protected from contamination,85987_20160322_103133,,CA,94102
"Pho Tan Hoa, Inc",94,37.785446,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.785446, -122.412972)",,33113_20160322,33113,431 Jones St,2016-03-22 00:00:00,Inadequate and inaccessible handwashing facilities,33113_20160322_103119,-122.412972,CA,94102
Imperial Tea Court,100,37.795225,Routine - Unscheduled,San Francisco,,"(37.795225, -122.39377)",,8882_20160322,8882,1 Ferry Building #27,2016-03-22 00:00:00,,,-122.39377,CA,94111
Cowgirl Creamery/Artisan Cheese,100,37.795225,Routine - Unscheduled,San Francisco,,"(37.795225, -122.39377)",,7456_20160322,7456,1 Ferry Building  #17,2016-03-22 00:00:00,,,-122.39377,CA,94111
Sidekick,100,37.795225,Routine - Unscheduled,San Francisco,,"(37.795225, -122.39377)",,65369_20160322,65369,1 Ferry Building  #19,2016-03-22 00:00:00,,,-122.39377,CA,94111
Hawaii West,90,37.798494,Routine - Unscheduled,San Francisco,Low Risk,"(37.798494, -122.409337)",,438_20160321,438,729 Vallejo St,2016-03-21 00:00:00,Improper storage use or identification of toxic substances,438_20160321_103138,-122.409337,CA,94133
Chipotle Mexican Grill #1566,96,,Routine - Unscheduled,San Francisco,Low Risk,,,69006_20160321,69006,50 California St,2016-03-21 00:00:00,No thermometers or uncalibrated thermometers,69006_20160321_103148,,CA,94111
Ginto,69,,Routine - Unscheduled,San Francisco,Low Risk,,,77826_20160318,77826,658 Market St,2016-03-18 00:00:00,Unapproved or unmaintained equipment or utensils,77826_20160318_103144,,CA,94104
Mixt Greens,100,37.794643,Routine - Unscheduled,San Francisco,,"(37.794643, -122.401395)",,68345_20160318,68345,475 Sansome St  100-S,2016-03-18 00:00:00,,,-122.401395,CA,94111
Sushirrito,100,37.794643,Routine - Unscheduled,San Francisco,,"(37.794643, -122.401395)",,69489_20160318,69489,475 Sansome St #120N,2016-03-18 00:00:00,,,-122.401395,CA,94111
General Nutrition #302,96,37.789353,Routine - Unscheduled,San Francisco,Low Risk,"(37.789353, -122.401309)",,6718_20160318,6718,576 Market St,2016-03-18 00:00:00,Unclean or degraded floors walls or ceilings,6718_20160318_103154,-122.401309,CA,94104
Amelie,98,,Routine - Unscheduled,San Francisco,Low Risk,,+14155296916,80930_20160318,80930,1754 Polk St,2016-03-18 00:00:00,Unclean or degraded floors walls or ceilings,80930_20160318_103154,,CA,94109
Delicioso Creperie,96,,Routine - Unscheduled,San Francisco,Low Risk,,,85679_20160317,85679,1550 Bryant St,2016-03-17 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,85679_20160317_103149,,CA,94103
ALI BABA'S CAVE RESTAURANT,94,37.760164,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.760164, -122.421334)",+14155863054,2266_20160316,2266,799 Valencia St,2016-03-16 00:00:00,Inadequate and inaccessible handwashing facilities,2266_20160316_103119,-122.421334,CA,94110
Petite Deli & Picnic,96,,Routine - Unscheduled,San Francisco,Low Risk,,,85220_20160316,85220,752 Columbus Ave,2016-03-16 00:00:00,Improper food storage,85220_20160316_103139,,CA,94133
The Chai Cart,91,,Routine - Unscheduled,San Francisco,Low Risk,,,68068_20160316,68068,525 Market/360 Valencia,2016-03-16 00:00:00,Permit license or inspection report not posted,68068_20160316_103156,,CA,
